VISDATA
18
0 0
1 0
2 0
3 0
4 5  13 12 5 8 10 
5 5  13 12 4 10 8 
6 0
7 0
8 5  12 4 13 5 10 
9 0
10 5  12 13 4 5 8 
11 0
12 5  10 13 8 4 5 
13 5  4 5 12 10 8 
14 0
15 0
16 0
17 0
